SRC,TGT,Sign
9050,1896,-1
3008,3648,-1
3344,399,-1
3759,4141,-1
1202,90,-1
939,13,-1
1054,376,-1
253,37,-1
1187,1184,-1
3205,3064,-1
7708,8114,-1
4045,2926,-1
6483,126,-1
3393,7152,-1
431,8045,-1
210,1339,-1
8833,10481,-1
8743,7827,-1
122,3354,-1
3932,3259,-1
86,3196,-1
2878,2230,-1
8035,8035,-1
8198,2214,-1
297,1407,-1
4436,4236,-1
603,1396,-1
7664,10494,-1
4114,6011,-1
3882,5592,-1
8064,10171,-1
3943,1179,-1
210,5092,-1
8010,3426,-1
3058,2240,-1
10115,8002,-1
9873,9161,-1
1663,2124,-1
1396,2090,-1
3196,297,-1
8002,8917,-1
4955,2296,-1
7532,8615,-1
5623,7417,-1
2080,5097,-1
10948,10946,-1
8149,4260,-1
10047,7827,-1
2035,1407,-1
2840,10244,-1
244,1185,-1
8050,10136,-1
708,4444,-1
265,4000,-1
4991,6133,-1
2221,441,-1
1677,5981,-1
346,4109,-1
187,2100,-1
1067,1440,-1
3372,2454,-1
297,3739,-1
7282,5907,-1
5858,3871,-1
2365,5907,-1
6699,10136,-1
124,2065,-1
8523,10192,-1
3134,4914,-1
281,1407,-1
3393,346,-1
1002,2778,-1
1820,102,-1
5825,6649,-1
5755,7488,-1
413,7554,-1
8153,9992,-1
8534,239,-1
1834,1987,-1
951,2828,-1
3100,562,-1
799,8098,-1
3001,4005,-1
2721,3877,-1
899,5881,-1
8581,8342,-1
2154,3994,-1
6212,2700,-1
8010,8615,-1
91,726,-1
4247,6751,-1
847,1020,-1
3363,2102,-1
2140,1538,-1
23,1782,-1
1650,5828,-1
4154,3723,-1
1701,2778,-1
815,5241,-1
7737,5847,-1
6749,9840,-1
2539,2367,-1
4172,856,-1
8020,10838,-1
7795,9039,-1
6129,5829,-1
2257,4496,-1
7666,8431,-1
91,4706,-1
192,629,-1
3066,8071,-1
2082,6554,-1
425,1486,-1
7137,10908,-1
297,1015,-1
665,13,-1
1138,707,-1
1182,7457,-1
6069,6563,-1
1770,2459,-1
4286,5668,-1
86,1132,-1
5892,6068,-1
244,1999,-1
8055,2400,-1
1238,1230,-1
4147,2188,-1
5752,3692,-1
1269,376,-1
7988,6615,-1
7343,5584,-1
351,1664,-1
2811,196,-1
3037,2879,-1
106,3674,-1
7457,5105,-1
747,1027,-1
3429,1192,-1
5621,5873,-1
2969,3734,-1
991,2304,-1
10045,5570,-1
1446,42,-1
202,3030,-1
8805,8206,-1
4012,812,-1
1438,2553,-1
1304,5346,-1
6169,6928,-1
1626,1987,-1
4495,7457,-1
413,9583,-1
787,783,-1
1526,376,-1
4288,5442,-1
7208,1952,-1
6470,8392,-1
577,8095,-1
3987,2214,-1
8188,11023,-1
1032,6167,-1
44,1624,-1
6339,1182,-1
2400,8577,-1
386,3624,-1
8692,3637,-1
4867,9408,-1
86,562,-1
974,2524,-1
61,2333,-1
1481,1649,-1
4236,1517,-1
3055,5652,-1
899,8098,-1
974,2642,-1
2219,2793,-1
1063,6727,-1
8869,4936,-1
3185,3895,-1
809,2063,-1
1431,1396,-1
7324,8206,-1
1452,2841,-1
1766,6004,-1
6750,9673,-1
3426,4696,-1
2553,4283,-1
8889,8722,-1
3863,6764,-1
5153,5584,-1
3931,8240,-1
863,1847,-1
8166,7617,-1
2415,5128,-1
2151,5355,-1
289,4288,-1
124,2140,-1
28,2109,-1
3552,3951,-1
4875,9563,-1
2701,7579,-1
1781,10883,-1
6129,6974,-1
3136,2325,-1
5849,2532,-1
281,376,-1
1037,9405,-1
4390,7821,-1
485,6264,-1
7197,714,-1
453,7485,-1
413,2857,-1
2399,3003,-1
4112,4418,-1
1680,4132,-1
2252,1737,-1
2154,1067,-1
1486,2304,-1
5755,6089,-1
6084,5779,-1
3943,3226,-1
6178,5829,-1
95,120,-1
10398,11210,-1
3813,1364,-1
6738,6727,-1
2151,5209,-1
3472,930,-1
1179,7750,-1
3293,4503,-1
7632,11182,-1
234,329,-1
3759,5908,-1
411,2835,-1
3170,1223,-1
278,1067,-1
947,2379,-1
1287,4337,-1
943,218,-1
102,2100,-1
991,2553,-1
257,2102,-1
278,726,-1
8500,9147,-1
98,4161,-1
1981,831,-1
4085,5064,-1
2365,330,-1
297,1971,-1
161,2918,-1
5895,5358,-1
3846,5517,-1
3255,10835,-1
7651,11179,-1
7824,8220,-1
4207,3269,-1
3013,4444,-1
6415,330,-1
1456,2963,-1
6083,9941,-1
2991,3500,-1
2123,9121,-1
5785,7905,-1
7666,5765,-1
278,168,-1
374,5578,-1
3236,10774,-1
6233,8403,-1
603,499,-1
6274,7697,-1
3170,3056,-1
6880,6161,-1
75,692,-1
292,7788,-1
4114,4204,-1
861,3090,-1
3952,8639,-1
8583,9219,-1
347,6617,-1
3164,3627,-1
846,1206,-1
2082,5770,-1
63,1649,-1
3599,10717,-1
1507,2065,-1
3340,3259,-1
917,218,-1
8195,9645,-1
89,4833,-1
278,2336,-1
202,3769,-1
2245,3967,-1
112,98,-1
764,2386,-1
8584,7603,-1
1396,1407,-1
1582,1027,-1
5921,9974,-1
1449,112,-1
8382,1729,-1
4398,8428,-1
1705,3753,-1
4260,7688,-1
4152,5357,-1
38,2847,-1
2416,3783,-1
1872,930,-1
9751,8041,-1
1622,1272,-1
6077,9527,-1
961,4645,-1
5578,140,-1
6740,8361,-1
825,3910,-1
3396,106,-1
126,441,-1
1650,5609,-1
289,6723,-1
2104,4584,-1
6060,11076,-1
4154,7278,-1
4583,3226,-1
3241,2488,-1
2684,9777,-1
167,2600,-1
6370,3904,-1
6973,2188,-1
6007,3451,-1
2934,1705,-1
951,1298,-1
2104,6431,-1
2415,297,-1
1001,2931,-1
5889,9395,-1
3089,4087,-1
1650,6261,-1
588,376,-1
1856,9530,-1
6077,7774,-1
4268,4329,-1
3851,5771,-1
86,288,-1
4194,5615,-1
2701,812,-1
3269,61,-1
815,2936,-1
584,10014,-1
6196,7788,-1
8047,10340,-1
3170,4019,-1
262,1499,-1
3023,3000,-1
6096,6069,-1
464,441,-1
10242,10192,-1
2813,2112,-1
523,8280,-1
23,766,-1
10327,8254,-1
6028,10687,-1
3170,2715,-1
8611,7828,-1
1835,1782,-1
3216,3967,-1
3952,8279,-1
8,2038,-1
1665,831,-1
6139,4052,-1
1429,2096,-1
4154,9080,-1
235,46,-1
8045,8299,-1
7091,5546,-1
6112,7921,-1
257,726,-1
747,2063,-1
4946,7792,-1
8341,7278,-1
2052,3009,-1
123,859,-1
1346,527,-1
5891,5776,-1
1178,726,-1
7790,9558,-1
8351,6727,-1
1457,1046,-1
3637,10953,-1
4112,4690,-1
580,1144,-1
6749,1761,-1
2395,4284,-1
2983,9759,-1
1210,7148,-1
600,2063,-1
29,566,-1
8255,5974,-1
368,8014,-1
484,1799,-1
8833,8322,-1
5889,8671,-1
7511,4204,-1
3393,6235,-1
8982,9474,-1
3851,3697,-1
3130,7893,-1
5889,2400,-1
829,1298,-1
297,3103,-1
465,7780,-1
1650,3074,-1
6329,7403,-1
9734,5084,-1
2608,2112,-1
292,3592,-1
2415,1223,-1
4997,9688,-1
5878,7838,-1
748,2064,-1
951,2005,-1
5889,8783,-1
5584,9583,-1
6211,4882,-1
4154,4220,-1
3975,2367,-1
902,58,-1
8061,1063,-1
10038,11241,-1
1776,2250,-1
2849,4288,-1
8337,7881,-1
1632,1407,-1
2489,1090,-1
4109,1737,-1
3053,8276,-1
1836,930,-1
3839,1987,-1
5866,1148,-1
1655,1867,-1
3518,8351,-1
869,1193,-1
4191,8390,-1
2188,3758,-1
236,6,-1
347,4485,-1
8219,4412,-1
1549,10073,-1
6797,7827,-1
11000,10888,-1
453,330,-1
134,1532,-1
4196,441,-1
4331,3904,-1
1266,2109,-1
1987,2762,-1
5784,7450,-1
4109,346,-1
286,1647,-1
1408,4459,-1
1412,3226,-1
2782,2008,-1
4030,2926,-1
951,3945,-1
3538,5755,-1
80,321,-1
1834,3188,-1
6367,7554,-1
2716,2270,-1
5103,4793,-1
1530,221,-1
4946,2296,-1
2082,8240,-1
540,1193,-1
8511,5372,-1
1553,5570,-1
809,2829,-1
41,2097,-1
5260,4191,-1
2124,2336,-1
5543,3951,-1
4583,202,-1
646,110,-1
4272,98,-1
6244,7714,-1
3070,3009,-1
1024,606,-1
2706,6004,-1
974,958,-1
3051,2102,-1
5800,4412,-1
1634,2953,-1
3047,1412,-1
286,2058,-1
3066,9478,-1
7455,6106,-1
2274,1596,-1
5302,10014,-1
1882,5442,-1
2560,9530,-1
5385,5370,-1
859,5355,-1
5410,4204,-1
219,2078,-1
4109,3264,-1
7709,10897,-1
6511,4340,-1
992,1148,-1
1567,1483,-1
1396,4584,-1
2247,1583,-1
4946,9497,-1
44,4159,-1
876,7607,-1
2999,871,-1
2395,9219,-1
2234,3035,-1
201,388,-1
2983,3003,-1
10098,8615,-1
8334,5988,-1
1027,7,-1
583,4920,-1
278,529,-1
5755,86,-1
49,7388,-1
3377,7750,-1
6643,8639,-1
281,3074,-1
2028,5022,-1
5512,8223,-1
262,2454,-1
2455,10280,-1
3943,3852,-1
413,8351,-1
10979,10291,-1
8038,8262,-1
4909,10764,-1
2421,1158,-1
210,3509,-1
499,1227,-1
4397,2579,-1
1431,2270,-1
799,871,-1
577,8985,-1
6315,3968,-1
366,894,-1
4154,6723,-1
561,2796,-1
8151,8038,-1
195,5293,-1
6973,444,-1
2571,5022,-1
246,1067,-1
2391,1499,-1
6136,6161,-1
7273,3226,-1
2406,9432,-1
4773,8071,-1
2442,3226,-1
2188,7450,-1
44,7552,-1
2219,1499,-1
613,1356,-1
499,2339,-1
2406,1412,-1
5809,2104,-1
8391,5969,-1
7931,5040,-1
1456,812,-1
1179,499,-1
4154,6415,-1
75,1528,-1
618,6656,-1
6699,7456,-1
563,5241,-1
3058,3253,-1
2136,2762,-1
7666,3231,-1
2997,1412,-1
3374,2155,-1
297,2020,-1
195,5341,-1
1456,945,-1
289,2422,-1
4589,4135,-1
815,2661,-1
111,5357,-1
3397,5767,-1
5432,4679,-1
5756,7377,-1
8016,3697,-1
7737,9689,-1
1392,169,-1
3851,10715,-1
28,2918,-1
8030,1094,-1
3526,7599,-1
1053,5530,-1
1546,7780,-1
3852,6996,-1
2539,3006,-1
2684,10841,-1
7013,4204,-1
3538,834,-1
6233,4793,-1
803,36,-1
815,5495,-1
815,166,-1
7702,8018,-1
5763,7742,-1
10157,5570,-1
7324,9951,-1
1271,61,-1
4845,4009,-1
815,3413,-1
1271,3500,-1
1499,2649,-1
2416,1339,-1
5553,4931,-1
4412,8890,-1
509,5420,-1
632,2062,-1
195,4340,-1
4395,2601,-1
5880,7788,-1
4139,5525,-1
6069,2646,-1
1315,1229,-1
413,2914,-1
6229,10720,-1
5990,8038,-1
822,4025,-1
2267,1201,-1
1663,2109,-1
4154,8841,-1
3345,4598,-1
4409,4820,-1
1538,974,-1
8016,9405,-1
3056,812,-1
447,1570,-1
2217,98,-1
7004,9862,-1
3033,10897,-1
2163,4104,-1
6716,4919,-1
577,3754,-1
2104,5845,-1
278,692,-1
1188,1184,-1
331,350,-1
1367,2704,-1
1882,4706,-1
202,1570,-1
4068,58,-1
3137,2764,-1
8044,8047,-1
49,376,-1
6117,6497,-1
3241,3523,-1
6246,8577,-1
965,2063,-1
577,2219,-1
441,1508,-1
1224,1565,-1
3373,2454,-1
6992,3508,-1
587,13,-1
121,318,-1
3005,2325,-1
4239,4927,-1
846,1987,-1
6137,8932,-1
210,974,-1
4045,6200,-1
1182,3697,-1
2130,4042,-1
5766,5829,-1
6132,7742,-1
3104,3315,-1
8461,10903,-1
2135,2762,-1
270,1640,-1
5621,9858,-1
815,4019,-1
346,136,-1
847,1619,-1
2188,1528,-1
5914,7124,-1
49,1640,-1
1488,1132,-1
5889,8586,-1
2700,7450,-1
6239,7351,-1
368,8372,-1
5422,7958,-1
3256,3268,-1
592,451,-1
1553,10160,-1
5584,3852,-1
7214,9514,-1
1584,7399,-1
947,345,-1
7666,4949,-1
1810,3129,-1
4284,9410,-1
5847,5627,-1
464,1364,-1
4827,751,-1
2130,4531,-1
6731,9821,-1
210,7772,-1
1485,466,-1
388,1330,-1
1370,7,-1
847,1364,-1
509,1304,-1
3576,1271,-1
346,37,-1
6009,812,-1
1444,448,-1
4628,3641,-1
4193,4919,-1
8347,8020,-1
815,5284,-1
2145,4005,-1
5997,10481,-1
3264,3201,-1
4681,7581,-1
4639,8036,-1
6750,6167,-1
2424,5370,-1
3807,4207,-1
29,1619,-1
951,1538,-1
618,1643,-1
951,2683,-1
98,5578,-1
10,275,-1
3426,5503,-1
3514,1412,-1
3196,3056,-1
1884,2884,-1
859,3073,-1
6383,4135,-1
879,237,-1
2104,3508,-1
1182,4503,-1
413,8354,-1
2533,2257,-1
5937,4639,-1
62,2304,-1
2041,2547,-1
1995,10033,-1
2104,3253,-1
8166,9992,-1
1626,4109,-1
2011,2997,-1
3046,2085,-1
435,2216,-1
4379,257,-1
7828,7137,-1
3450,1412,-1
3426,6328,-1
3345,4106,-1
252,7789,-1
3004,3025,-1
4946,106,-1
4795,2465,-1
992,1706,-1
5757,9946,-1
6116,4412,-1
3305,1094,-1
114,2379,-1
5040,1484,-1
862,309,-1
4482,3044,-1
6079,5829,-1
488,2245,-1
632,1640,-1
5809,6249,-1
7197,9494,-1
365,3910,-1
5621,7780,-1
29,362,-1
5775,5776,-1
3109,248,-1
3005,2240,-1
4365,3504,-1
4827,7909,-1
2855,7445,-1
210,7725,-1
502,1407,-1
8696,9533,-1
905,322,-1
1810,3009,-1
8298,1664,-1
7005,468,-1
5921,8590,-1
3127,3073,-1
5853,9565,-1
3186,2188,-1
1810,5698,-1
5584,7780,-1
4154,9405,-1
3400,9432,-1
4387,4980,-1
2219,726,-1
5765,9039,-1
4260,2084,-1
9923,9533,-1
9083,8696,-1
3301,1847,-1
1887,166,-1
161,94,-1
416,1122,-1
692,827,-1
61,169,-1
9281,7212,-1
2104,2989,-1
413,5455,-1
83,2951,-1
262,734,-1
4583,812,-1
175,4855,-1
122,2743,-1
2817,3074,-1
2130,7787,-1
130,12,-1
1632,2106,-1
10109,10776,-1
3873,2183,-1
1729,6790,-1
1549,8047,-1
344,2743,-1
1413,2788,-1
2716,103,-1
6235,8372,-1
2415,1412,-1
369,9530,-1
5919,9848,-1
3991,9848,-1
7666,7145,-1
1995,5327,-1
2130,4190,-1
2394,8020,-1
10200,9010,-1
4240,7410,-1
8082,7603,-1
2700,106,-1
10107,6886,-1
773,2064,-1
2395,5771,-1
413,4617,-1
278,1457,-1
346,540,-1
1237,9080,-1
815,1192,-1
8982,8036,-1
10028,8949,-1
805,1260,-1
2571,7331,-1
909,1020,-1
571,4033,-1
280,1122,-1
2184,4139,-1
8833,1896,-1
286,2683,-1
1202,248,-1
285,707,-1
612,345,-1
5755,7872,-1
6886,10774,-1
821,1184,-1
2204,1364,-1
4114,7626,-1
2979,1765,-1
6329,140,-1
1849,1160,-1
4800,8286,-1
5755,9481,-1
29,1266,-1
899,7403,-1
8018,6056,-1
6337,7388,-1
3372,7828,-1
284,4142,-1
8048,7827,-1
6470,9333,-1
5755,7760,-1
928,1649,-1
3088,9405,-1
5383,5370,-1
6643,8615,-1
2192,1528,-1
898,1185,-1
123,13,-1
4587,2219,-1
4298,3764,-1
8046,5847,-1
4128,4135,-1
2140,2247,-1
5862,321,-1
1626,1488,-1
2188,1565,-1
8959,5829,-1
2184,330,-1
423,1847,-1
4045,1563,-1
3858,1094,-1
4143,4125,-1
2457,3641,-1
3759,6731,-1
366,1184,-1
3088,86,-1
8646,4204,-1
5491,6930,-1
2718,6888,-1
5847,98,-1
4139,3246,-1
846,122,-1
1408,106,-1
6056,9331,-1
951,2304,-1
369,9549,-1
4330,4690,-1
1339,4270,-1
1544,2112,-1
146,6749,-1
2385,2715,-1
1674,5584,-1
1408,812,-1
4958,9860,-1
2240,1192,-1
3174,1359,-1
2206,2780,-1
2532,10867,-1
4284,7880,-1
11030,2159,-1
6643,10713,-1
8194,3703,-1
210,4230,-1
89,7377,-1
1201,1193,-1
161,1215,-1
6365,6439,-1
2123,10903,-1
530,815,-1
6135,9040,-1
236,216,-1
4427,5510,-1
1028,1626,-1
3069,3064,-1
3256,9824,-1
4253,7933,-1
124,2762,-1
2454,4882,-1
2840,5765,-1
1987,3095,-1
6246,3085,-1
5770,6843,-1
511,7278,-1
5969,3396,-1
210,4589,-1
2983,6525,-1
3000,1364,-1
3535,3492,-1
8029,5853,-1
9446,10397,-1
3487,4235,-1
4106,6929,-1
9200,9316,-1
5654,9429,-1
349,3641,-1
6749,8795,-1
4125,4270,-1
7666,8821,-1
5521,4814,-1
5624,7750,-1
4113,1094,-1
2764,4004,-1
281,4004,-1
3100,3624,-1
2431,4004,-1
4152,3369,-1
5872,7725,-1
3407,3056,-1
566,576,-1
10045,11188,-1
7,1984,-1
311,323,-1
8509,5829,-1
5825,7925,-1
618,3209,-1
121,166,-1
299,238,-1
86,4235,-1
5584,330,-1
3863,7602,-1
4210,2920,-1
8372,10004,-1
7114,4271,-1
4154,8165,-1
2304,2102,-1
10482,11204,-1
1053,5417,-1
561,2333,-1
8051,5570,-1
8255,444,-1
5755,9560,-1
8704,5570,-1
6748,6727,-1
1772,6420,-1
539,2527,-1
928,4087,-1
465,1765,-1
9446,10425,-1
4644,3044,-1
6750,8867,-1
3487,4417,-1
1781,10946,-1
8261,10104,-1
728,499,-1
2545,4597,-1
451,2553,-1
5752,7728,-1
815,5318,-1
2381,9558,-1
5848,3871,-1
6129,5172,-1
2524,7696,-1
5765,6086,-1
483,2897,-1
6745,6133,-1
281,2879,-1
38,2240,-1
3345,5415,-1
7666,6728,-1
4377,2600,-1
8982,5235,-1
3236,10779,-1
4517,297,-1
3625,7880,-1
577,5249,-1
6077,5771,-1
2589,288,-1
289,428,-1
3552,2459,-1
6703,9819,-1
1570,7827,-1
1304,9787,-1
5482,4833,-1
863,5302,-1
2510,2304,-1
4253,9561,-1
3342,10192,-1
4417,3641,-1
1706,6004,-1
1810,1987,-1
7665,9035,-1
8582,9090,-1
8021,9959,-1
4154,2623,-1
5862,2188,-1
6488,6804,-1
2184,812,-1
4991,10773,-1
425,2062,-1
1995,9194,-1
1408,294,-1
3426,4337,-1
10107,10722,-1
6084,2391,-1
811,280,-1
4827,4690,-1
2267,562,-1
636,4818,-1
369,9687,-1
2257,1847,-1
6725,6749,-1
4114,3268,-1
10999,9010,-1
3882,4232,-1
1015,3064,-1
1995,5889,-1
1063,9649,-1
46,1305,-1
2113,2284,-1
3943,5847,-1
4113,4767,-1
123,294,-1
618,4550,-1
7455,9931,-1
5379,5370,-1
3122,3968,-1
210,7921,-1
990,2762,-1
3462,1488,-1
6235,8067,-1
28,1384,-1
388,914,-1
3005,1496,-1
1488,1015,-1
4145,9242,-1
1596,2919,-1
4753,6045,-1
193,10,-1
3240,4106,-1
3426,5489,-1
5964,4125,-1
2154,2880,-1
3336,5826,-1
7114,5636,-1
8192,10014,-1
453,323,-1
2415,2102,-1
648,106,-1
4324,2459,-1
68,2553,-1
10092,10622,-1
5853,6173,-1
2983,1396,-1
618,10002,-1
4362,5510,-1
202,3269,-1
6083,9461,-1
453,5355,-1
4528,7983,-1
2135,8193,-1
5872,7719,-1
8351,8132,-1
3127,1229,-1
413,6790,-1
322,1392,-1
6905,9848,-1
4253,7723,-1
6335,5847,-1
6096,8392,-1
1352,3268,-1
413,3960,-1
210,5207,-1
8002,6293,-1
1948,2109,-1
465,6833,-1
2855,7622,-1
6667,4528,-1
49,576,-1
183,812,-1
1529,94,-1
1948,2764,-1
1948,5614,-1
4153,4931,-1
5172,10764,-1
4326,2764,-1
4407,2084,-1
453,4159,-1
3426,4653,-1
1624,120,-1
6116,1025,-1
3000,3750,-1
4138,4927,-1
4138,4106,-1
4692,1565,-1
8038,6986,-1
55,110,-1
10045,11218,-1
2270,2109,-1
4046,1643,-1
2543,4232,-1
331,17,-1
6196,4132,-1
44,7742,-1
3863,195,-1
1736,373,-1
3000,3751,-1
89,1565,-1
44,7677,-1
1908,94,-1
1396,1626,-1
4379,930,-1
413,301,-1
4324,4520,-1
1553,2532,-1
953,3006,-1
577,9764,-1
3975,2219,-1
2533,4142,-1
1619,2019,-1
2422,812,-1
4208,1271,-1
3943,196,-1
6589,3159,-1
6643,1737,-1
194,166,-1
3019,3003,-1
5623,6801,-1
4251,7486,-1
8869,8632,-1
4398,9145,-1
4232,4270,-1
4118,7401,-1
11027,9995,-1
2420,4311,-1
3628,6727,-1
9317,9316,-1
5889,6903,-1
2268,1020,-1
1425,2828,-1
431,8483,-1
6274,2926,-1
3104,257,-1
441,2001,-1
5755,2979,-1
6135,5765,-1
5591,5771,-1
346,4417,-1
2157,3129,-1
825,5623,-1
2041,2936,-1
28,2017,-1
59,8262,-1
44,10022,-1
4172,5612,-1
5890,6727,-1
8391,6742,-1
1995,640,-1
94,67,-1
207,1780,-1
2689,4669,-1
5063,7934,-1
1664,4936,-1
5621,9787,-1
3665,106,-1
4030,5420,-1
4112,5063,-1
4467,5615,-1
1629,5720,-1
2104,3185,-1
5765,8802,-1
3372,9333,-1
113,1214,-1
1470,2922,-1
584,4207,-1
413,1765,-1
5578,6735,-1
1063,8757,-1
3576,5646,-1
3342,5907,-1
5172,7658,-1
2169,6200,-1
5851,9992,-1
265,2250,-1
3009,4104,-1
344,7677,-1
2270,443,-1
2878,3397,-1
2427,2750,-1
775,1620,-1
5755,7933,-1
3065,726,-1
4154,8109,-1
8392,6670,-1
8556,8757,-1
7572,4931,-1
2188,6167,-1
4284,6842,-1
4145,4793,-1
2227,812,-1
8047,11075,-1
3400,6752,-1
455,2570,-1
2533,7732,-1
5919,7694,-1
947,1782,-1
4757,1764,-1
4191,2835,-1
829,1249,-1
5853,5881,-1
5766,10280,-1
19,5720,-1
3043,3876,-1
3426,930,-1
349,1847,-1
944,831,-1
2601,69,-1
2389,562,-1
1628,1488,-1
407,1826,-1
3264,5667,-1
299,323,-1
7666,7690,-1
4781,5903,-1
7140,7540,-1
1609,8279,-1
821,831,-1
7454,2210,-1
2108,2221,-1
2395,4793,-1
4544,5636,-1
7454,8094,-1
325,5853,-1
3223,3828,-1
102,5293,-1
3015,3892,-1
7140,140,-1
1650,5441,-1
2368,11198,-1
2602,1705,-1
3045,2920,-1
3211,4905,-1
1770,4047,-1
10045,10782,-1
6740,5853,-1
483,261,-1
1271,3877,-1
1202,3030,-1
6671,11225,-1
8523,5372,-1
439,221,-1
347,6843,-1
377,2570,-1
19,3641,-1
899,5512,-1
4115,7788,-1
4864,3374,-1
2227,1847,-1
2188,7786,-1
91,562,-1
2169,8041,-1
7454,7969,-1
1810,376,-1
1127,930,-1
3173,3581,-1
4955,493,-1
8159,10789,-1
8361,7576,-1
815,2688,-1
3026,3610,-1
8046,9312,-1
1781,2499,-1
464,376,-1
899,9689,-1
4723,1791,-1
3233,4047,-1
8298,4946,-1
5864,9333,-1
499,2247,-1
1834,4340,-1
289,6656,-1
5849,10742,-1
3215,3951,-1
7214,1452,-1
1015,3792,-1
2455,8254,-1
1632,2093,-1
3803,1565,-1
430,2062,-1
121,4832,-1
8045,9533,-1
431,8365,-1
113,1407,-1
9252,239,-1
2701,7626,-1
3866,98,-1
1781,8049,-1
7086,10905,-1
5889,6737,-1
3426,6223,-1
1446,2899,-1
3415,1158,-1
4154,5767,-1
4867,8372,-1
8225,5969,-1
6470,1761,-1
4401,3369,-1
2420,714,-1
2130,7410,-1
3931,3871,-1
10175,10340,-1
6117,3697,-1
3185,3923,-1
1813,1393,-1
3261,227,-1
4284,5419,-1
5764,7375,-1
5905,4920,-1
12,2333,-1
509,6242,-1
1396,2333,-1
4113,4980,-1
6211,7615,-1
4247,7152,-1
4172,5355,-1
4744,4833,-1
455,4359,-1
4480,5302,-1
2128,1067,-1
8484,2400,-1
163,3246,-1
5350,7375,-1
413,4584,-1
4609,9951,-1
2593,1649,-1
4193,4183,-1
4145,222,-1
3759,106,-1
1948,5638,-1
6095,6173,-1
6117,9045,-1
589,812,-1
156,1987,-1
2154,2109,-1
4150,451,-1
4143,4106,-1
1396,2178,-1
3678,3678,-1
846,7821,-1
7646,8615,-1
347,1826,-1
7454,8351,-1
8051,9576,-1
1810,5333,-1
530,4007,-1
3599,9412,-1
7664,9145,-1
4168,1148,-1
383,832,-1
411,1249,-1
7661,8795,-1
413,10713,-1
1976,5614,-1
3255,9544,-1
2293,399,-1
6677,6231,-1
3001,2085,-1
2589,1643,-1
165,275,-1
63,5229,-1
6925,5779,-1
6014,6790,-1
5576,98,-1
9102,8038,-1
9126,8351,-1
1158,1987,-1
1452,4312,-1
751,5605,-1
3066,8202,-1
1781,10859,-1
6115,7016,-1
1413,566,-1
289,747,-1
6643,3426,-1
5621,5627,-1
3170,5219,-1
4946,2149,-1
3241,2454,-1
265,2454,-1
2154,1998,-1
4800,9410,-1
5847,10126,-1
6833,4123,-1
2113,2762,-1
8383,5986,-1
7462,8071,-1
3372,6676,-1
3008,1364,-1
2123,5771,-1
431,4412,-1
4432,4275,-1
2352,4005,-1
1995,10059,-1
369,5621,-1
9699,2560,-1
991,3785,-1
1882,4005,-1
1629,4159,-1
7994,10104,-1
8278,8276,-1
8982,10126,-1
297,1396,-1
1626,3090,-1
102,216,-1
1032,8586,-1
5997,9738,-1
289,3253,-1
5889,6670,-1
2188,9840,-1
4193,3226,-1
10243,10098,-1
2406,3315,-1
5847,8403,-1
6173,3,-1
55,302,-1
4150,3044,-1
3991,3256,-1
4385,6961,-1
4609,6124,-1
8581,5751,-1
2028,169,-1
2184,106,-1
6000,6702,-1
68,12,-1
83,1151,-1
347,2828,-1
5187,3523,-1
3137,3246,-1
2564,2563,-1
11,7074,-1
1336,7487,-1
725,1356,-1
294,1251,-1
4112,7917,-1
5572,10897,-1
289,1703,-1
4284,2775,-1
52,662,-1
6003,7351,-1
460,1184,-1
2130,2459,-1
2935,2661,-1
278,832,-1
4154,4161,-1
7711,10152,-1
5570,10280,-1
3170,290,-1
252,5494,-1
6739,2480,-1
371,573,-1
5826,9323,-1
261,1488,-1
6297,4514,-1
4398,330,-1
2488,2828,-1
95,887,-1
3487,1803,-1
5276,4570,-1
5825,7551,-1
4946,8254,-1
812,7214,-1
1343,3951,-1
6246,6420,-1
6135,4049,-1
692,2029,-1
6737,6670,-1
6083,640,-1
166,581,-1
1168,1067,-1
269,3823,-1
1347,714,-1
1546,4135,-1
1343,5460,-1
3040,2240,-1
483,2124,-1
8103,8477,-1
10945,11210,-1
1622,1501,-1
3256,7750,-1
8082,6161,-1
2992,1272,-1
10914,9494,-1
4800,9312,-1
483,4300,-1
1202,7554,-1
9446,10904,-1
5864,6035,-1
5896,9473,-1
164,4270,-1
523,1563,-1
5853,9480,-1
2188,7763,-1
2210,163,-1
193,67,-1
6326,2285,-1
6013,7728,-1
5853,8477,-1
4409,3138,-1
3301,6020,-1
6085,3968,-1
5153,5333,-1
867,3000,-1
511,9856,-1
413,466,-1
5847,10245,-1
5630,9821,-1
89,3951,-1
1180,2304,-1
3024,4098,-1
5988,6497,-1
6903,5627,-1
8321,6759,-1
1121,540,-1
1191,120,-1
1224,5241,-1
5584,7328,-1
2593,1227,-1
8321,9429,-1
6925,7137,-1
6972,4914,-1
10038,8298,-1
3400,9870,-1
5404,2570,-1
2701,5241,-1
97,3509,-1
3001,2835,-1
8234,8240,-1
4358,4496,-1
6732,6497,-1
1202,3871,-1
4193,4291,-1
6527,8836,-1
2178,5716,-1
3224,1987,-1
636,4645,-1
8291,7576,-1
221,110,-1
983,5670,-1
278,2124,-1
3138,1570,-1
5584,4914,-1
121,221,-1
8215,9881,-1
5853,8867,-1
6677,4793,-1
8049,8322,-1
7711,7278,-1
244,1488,-1
4639,4109,-1
