SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm
146,321,-1,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
146,5698,-1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,67,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,3396,1,6,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0
146,4271,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1223,1,6,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
146,4298,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,5943,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
146,1359,1,5,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
146,4688,1,5,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
146,3540,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,726,-1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,5847,1,8,0,0,1,0,1,2,0,1,0,0,0,0,0,3,0,0
146,2340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,5850,1,4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
146,8795,-1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
146,6749,-1,5,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0
146,7774,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,7137,1,7,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0
146,3554,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
146,3044,1,6,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0
146,1765,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
146,871,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,360,1,6,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
146,234,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
146,5867,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,3951,-1,8,1,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0
146,3697,-1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146,626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,7543,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
146,5119,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147,187,1,12,0,0,0,0,0,0,0,0,1,7,0,0,3,1,0,0
147,4,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
147,166,-1,11,0,0,0,0,1,0,1,0,1,6,0,1,0,1,0,0
147,235,1,8,0,0,0,0,0,1,1,2,3,0,0,0,0,1,0,0
147,1458,1,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
147,1517,1,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
147,240,1,7,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0
147,17,-1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
147,1330,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
147,707,1,4,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
147,692,-1,6,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0
147,537,-1,7,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0
147,827,-1,4,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
147,1279,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,240,1,5,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
148,329,1,8,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0
148,4,1,6,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
148,77,1,6,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
150,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,10,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,190,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,135,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
151,4025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1486,-1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
152,6307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,6617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,6079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,576,-1,5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
153,98,-1,11,0,0,0,0,3,0,1,0,1,0,0,3,2,0,1,0
153,388,-1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
153,37,-1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
153,807,1,5,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
153,13,1,7,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0
153,1330,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,1015,-1,5,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0
153,313,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
153,157,1,5,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
153,318,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
153,1151,-1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
154,1794,1,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
154,135,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
154,12,1,13,1,0,0,0,7,1,0,0,2,1,0,1,0,0,0,0
154,783,-1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,17,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
154,1302,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
154,153,1,6,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0
154,416,1,8,3,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0
154,1826,1,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
154,168,1,7,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0
154,301,1,7,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0
154,1586,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,692,1,6,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0
154,1077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,566,1,17,1,2,0,0,1,0,0,1,3,4,0,4,1,0,0,0
154,58,1,6,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0
154,2109,1,8,1,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0
154,190,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,576,-1,9,3,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0
154,706,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,1458,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
154,213,1,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
154,1755,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,1122,1,6,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
154,101,1,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
154,1126,1,5,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
154,872,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
154,105,1,18,0,0,0,0,8,2,0,1,2,1,1,0,2,0,0,1
154,1516,1,5,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
154,2029,-1,4,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0
154,366,1,12,1,0,0,0,4,0,0,1,4,2,0,0,0,0,0,0
154,1007,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
154,744,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,1214,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1144,1,8,0,2,0,0,0,0,0,0,2,3,0,1,0,0,0,0
154,894,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1663,1,10,3,0,0,0,0,1,0,0,1,3,0,1,0,0,1,0
155,67,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,37,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,783,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,400,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,659,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,238,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,662,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,631,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,601,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,573,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156,727,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
156,1154,1,7,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
156,1620,1,6,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0
156,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2835,1,5,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
156,2454,-1,9,1,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0
156,279,-1,6,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
156,2328,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,288,-1,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
156,1826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1443,1,5,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
156,1702,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,168,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,809,1,12,2,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0
156,2730,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
156,1067,-1,7,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0
156,812,-1,7,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0
156,2221,-1,9,0,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0
156,2991,1,5,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
156,1847,-1,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
156,1586,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2612,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2871,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,441,-1,13,0,3,1,1,2,0,2,4,0,0,0,0,0,0,0,0
156,2208,1,7,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
156,2491,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2748,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,448,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
156,321,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1218,-1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
156,1987,-1,7,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0
156,66,1,8,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,0
156,3910,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1227,-1,6,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0
156,204,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
156,1229,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,269,1,7,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
156,1488,1,9,0,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0
156,1144,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1874,1,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
156,1315,1,13,1,0,0,0,1,2,2,7,0,0,0,0,0,0,0,0
156,3284,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,726,-1,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
156,4055,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5209,-1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,3294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1248,-1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,613,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156,81,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2410,1,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
156,1643,-1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1517,-1,6,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
156,882,-1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,376,-1,11,1,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0
156,2297,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,637,1,5,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
157,576,-1,12,0,0,0,0,1,0,0,0,1,4,0,5,0,1,0,0
157,1122,-1,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
157,323,-1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
157,807,1,8,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0
157,135,1,6,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0
157,528,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
157,466,1,4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
157,1251,-1,6,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0
157,707,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
158,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2945,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
159,1154,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
159,1413,-1,10,0,1,0,0,1,3,0,5,0,0,0,0,0,0,0,0
159,527,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
159,2065,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,917,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,547,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,36,-1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
159,1009,-1,6,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0
159,41,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1067,-1,9,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0
159,1597,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,448,1,6,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
159,196,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1867,-1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,2767,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1619,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,599,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,98,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1508,1,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
159,2789,-1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,235,1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
159,1516,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
159,1007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2289,-1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
159,2930,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2304,-1,11,1,0,1,4,0,0,0,0,2,3,0,0,0,0,0,0
161,2945,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,1027,-1,18,1,0,3,2,0,0,1,6,2,2,0,0,1,0,0,0
161,1413,-1,30,0,0,0,1,1,0,6,19,0,0,0,0,3,0,0,0
161,7,-1,17,0,0,0,0,0,0,2,11,1,0,0,0,2,1,0,0
161,1160,-1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2284,-1,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
161,12,-1,17,2,0,1,3,0,1,3,5,0,1,0,0,1,0,0,0
161,269,1,10,0,0,0,0,3,0,1,1,3,2,0,0,0,0,0,0
161,2062,-1,5,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
161,527,-1,8,1,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0
161,2704,-1,9,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0
161,2065,-1,12,0,2,0,6,0,0,0,0,0,4,0,0,0,0,0,0
161,286,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
161,2563,-1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
161,2734,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,1303,-1,12,3,0,1,0,0,0,2,2,2,1,0,1,0,0,0,0
161,282,-1,15,2,2,1,4,0,0,0,0,1,2,0,1,0,2,0,0
161,2333,-1,8,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
161,2078,-1,4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
161,2565,1,11,5,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0
161,112,-1,14,1,1,2,3,0,1,0,2,0,3,0,0,0,1,0,0
161,191,-1,14,0,1,1,2,0,0,2,4,0,3,0,0,0,1,0,0
161,547,-1,9,0,1,1,3,0,0,0,0,0,4,0,0,0,0,0,0
161,36,-1,12,0,2,0,5,0,0,1,0,0,4,0,0,0,0,0,0
161,294,-1,15,0,1,1,1,1,0,1,3,4,2,0,0,0,1,0,0
161,2289,-1,6,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
161,169,-1,16,1,0,0,1,1,0,3,7,0,1,0,0,0,2,0,0
161,2090,-1,4,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
161,2951,-1,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
161,301,1,21,2,0,1,0,2,0,7,4,2,0,0,0,3,0,0,0
161,1966,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2097,-1,7,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0
161,2484,1,5,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
161,606,-1,7,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
161,566,-1,18,1,1,2,1,2,0,1,4,4,1,0,0,1,0,0,0
161,2120,1,7,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
161,58,1,8,0,0,1,0,0,0,1,0,3,2,0,0,1,0,0,0
161,443,-1,13,0,1,0,4,0,1,0,4,3,0,0,0,0,0,0,0
161,829,1,44,1,0,1,0,2,1,4,29,2,0,0,0,3,1,0,0
161,958,-1,5,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
161,1215,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,448,-1,17,0,0,3,2,2,0,4,2,0,2,0,0,1,1,0,0
161,2112,-1,15,0,1,0,3,0,2,1,4,0,2,0,0,1,1,0,0
161,2636,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2762,-1,8,0,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0
161,1867,-1,6,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0
161,2124,-1,12,0,0,1,0,0,0,3,6,0,2,0,0,0,0,0,0
161,2767,-1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,433,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,2339,-1,8,1,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0
161,1260,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,600,1,11,0,0,1,0,0,1,3,3,1,1,0,0,1,0,0,0
161,1508,-1,18,0,1,2,0,0,1,2,6,2,2,0,0,0,2,0,0
161,2063,-1,9,0,2,1,4,0,0,0,0,0,2,0,0,0,0,0,0
161,348,-1,11,2,1,2,2,0,0,0,0,4,0,0,0,0,0,0,0
161,94,-1,19,2,0,2,2,0,0,2,4,4,2,0,0,1,0,0,0
161,1760,1,4,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
161,656,-1,6,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0
161,2786,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,2683,-1,7,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
161,2788,-1,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
161,230,-1,15,0,1,0,4,3,0,5,0,0,2,0,0,0,0,0,0
161,2918,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,81,1,7,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
161,38,1,16,2,0,3,0,0,0,3,2,4,0,0,0,2,0,0,0
161,1001,1,37,0,0,3,0,4,1,6,17,2,0,0,0,3,1,0,0
161,2796,-1,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
161,1517,-1,14,0,1,6,2,0,0,0,1,1,3,0,0,0,0,0,0
161,1392,-1,22,0,1,0,2,2,0,3,10,1,1,0,0,1,1,0,0
161,1393,-1,16,1,1,0,1,5,0,1,3,1,2,0,1,0,0,0,0
161,2930,-1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
161,2931,-1,7,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
161,1396,-1,28,1,2,0,2,0,1,2,13,0,4,0,0,1,2,0,0
161,2777,-1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
161,1067,-1,37,0,1,0,1,3,2,8,18,0,2,0,0,1,1,0,0
161,376,-1,18,0,3,2,7,0,0,0,0,2,4,0,0,0,0,0,0
161,2553,-1,9,0,2,1,2,0,0,0,0,1,3,0,0,0,0,0,0
161,1658,-1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
161,1983,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,1532,-1,6,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0
161,42,1,6,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
161,1278,-1,13,0,4,0,2,0,0,2,2,0,3,0,0,0,0,0,0
161,166,1,15,0,2,0,5,0,0,2,0,0,4,0,1,1,0,0,0
162,323,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,517,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,10,-1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
162,466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,187,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
162,662,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,280,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,859,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,573,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,1027,-1,10,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0
163,2688,-1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
163,2563,-1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,4,1,6,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0
163,1413,-1,11,0,0,0,1,3,0,4,3,0,0,0,0,0,0,0,0
163,2951,-1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
163,394,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1548,-1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
163,2829,-1,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
163,1517,-1,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
163,2064,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
163,664,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
163,275,-1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
163,7828,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
163,4270,-1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
163,1302,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,7448,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1007,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1626,-1,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
163,10014,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,3871,-1,5,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0
163,288,-1,6,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0
163,1584,-1,6,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
