SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm,TXT
5895,2187,-1,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,per Ral315 - although I do acknowledge he definitely is a friendly editor! That's not enough for me though sorry 
1366,97,-1,0,1,1,1,10,1,0,0,2,3,0,0,2,0,0,0,Per Alison There's also too much drama surrounding him for my liking 
9,691,1,4,1,3,0,16,0,1,0,2,0,0,0,1,0,2,0,Recent work on copyvio issues indicates a need for the extra tools Don't let the drama boards consume you friend 
156,806,1,1,0,1,0,1,0,0,0,24,0,2,0,0,0,0,0,In all of my interaction with Berean mostly on noticeboards I've been impressed by his civility incisiveness and analytical skills He communicates well he's interested in expanding his skillset and he likes helping people Pretty good traits for an admin
2139,278,1,3,0,0,0,0,0,1,0,4,0,2,0,0,1,0,0,No problems 
35,655,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Some concerns at 
1062,6738,1,3,0,0,0,43,1,3,2,2,0,0,0,4,0,1,0,as nominator 
8961,10039,-1,0,0,0,0,7,0,1,0,2,1,0,0,0,0,0,0,See comments Will change to support if it turns out to be a misunderstanding Oppose firmly Alex's behavior as 
1026,1595,1,2,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,Compelling use for buttons good people 
1986,2526,1,4,0,0,0,20,0,2,1,1,0,0,0,0,0,1,0,I've had good dealings with her - 
2453,5341,1,9,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,Definitely a good candidate who I've seen around doing impresssive stuff Good luck 
5400,8623,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Clear support 
1036,6424,1,2,1,0,0,2,0,0,0,4,0,0,0,1,0,0,0,Good editor and thoughtful and long answers to questions 
579,2834,-1,0,3,3,0,1,2,1,0,3,0,0,0,2,0,0,0,per the above 
2763,1217,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,An editor who has done fine work in mainspace and proven both trustworthiness and civility has asked that he be granted the tools for a small and localized but very real set of uses I cannot think of any reason to oppose If Nev1 should eventually expand into other areas of administrative work there is every reason to think that he will apply the diligence and seriousness there that he has applied elsewhere and will pose no problems 
7323,4772,1,2,0,0,0,17,1,0,0,3,0,0,0,2,0,0,0,{{ [[Template
6134,5909,1,2,0,2,0,4,0,1,0,6,0,0,0,0,0,0,0,Nom support - 
1123,8742,1,4,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,An excellent contributor and a very sensible participant in debates 
3246,238,1,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,Per Haukur I think Carnildo has learned from the mistake The blocks he made were called an "abuse of admin powers" by the ArbCom but I think he had legit reasons for blocking right away rather than discussing and he's adequately explained it 
2256,345,1,0,0,0,0,4,0,4,3,0,0,1,0,0,0,0,0,without hesitation 
4866,5304,1,3,0,0,0,1,0,0,0,7,0,0,0,4,0,0,0,Can't find a reason to oppose 
5400,7136,1,1,2,0,0,4,1,0,1,0,0,1,0,1,0,0,0,per Lar 
5765,10050,1,3,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,quite frankly I don't think any of the objections indicate that Shauri will not be a good administrator while I would like to see more time on the project her answers to the questions impressed me 
8025,9527,-1,0,1,0,1,0,0,0,0,2,5,0,0,0,0,0,0,nice editor I've seen around but I must vote oppose due to the extreme lack of edit summaries and "vandal-type chores" 
6734,2187,1,0,0,0,0,90,4,1,0,0,0,0,1,2,0,1,1,as I did in both previous RfAs Great work Siva1979 
48,3525,1,2,1,0,0,3,1,0,1,0,0,0,0,0,1,0,0,contribs show someone sensible and unlikely to misuse the tools Reasonable policy experience My only concern edit summaries is addressed by the answer to Q4 
65,2105,1,0,0,1,0,8,1,0,0,3,0,0,0,1,0,1,0,I mostly "know" Tim Song from his clerking at 
4411,14,1,9,0,0,0,10,0,0,0,2,0,0,0,0,0,2,0,of course 
440,3870,1,2,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,Good edits and very strong answers to the questions I cant see any maturity issues remaining from previous nominations and in my opinion being nominated by another experienced editor shows you must have some merit People change and with Werdna it has evidently been for the better 
772,1746,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Pile-on support 
93,191,1,2,0,0,0,3,1,0,0,2,1,1,0,1,0,2,0,per nom answers to questions Feyd's support above 
316,1247,1,1,0,1,0,1,1,1,0,4,0,0,0,1,0,0,0,Wikipedia is an encyclopedia and the fact that an editor focuses on actually writing the encyclopedia rather than engaging in other activities shouldn't be held against them He has plenty of experience and great answers to the questions I would definitely trust him as an admin The lack of contribs to the wp namespace doesn't mean that he will suddenly start using his tools in new areas without a clue 
6055,8377,1,13,5,0,1,4,0,0,0,0,0,0,1,0,0,0,0,I hope you'll increase your level of activity 
6388,6973,1,1,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,Does good work Seems to be sound 
5846,5828,-1,6,4,5,0,3,0,0,0,7,3,2,1,2,0,0,0,too new He's obviously a good vandal fighter but I don't care Two months is not enough at all BorgHunter should have thought about this nomination a little more 4500 edits is not that much if all you ever do is revert vandalism 
8005,7999,1,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,Oh yeah! 
1000,871,1,4,0,2,0,8,0,6,1,3,0,0,0,0,0,0,0,A scan of the contributions eg speedy deletion tags indicates that the candidate is very much qualified Thank you for putting yourself forward 
11,3416,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,I offered to nominate a few months before of course 
3492,4225,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,as I've said before and I'm sure I'll say again you can never have too many anti-vandal admins 
587,4203,1,4,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,Good answers to questions 
2705,6245,1,2,0,0,0,24,9,2,5,5,0,0,0,6,4,0,0,You're bumping me down on 
7147,3441,1,1,0,0,0,2,0,3,0,5,0,1,0,8,0,1,0,Everything checks out —
111,387,-1,0,0,3,0,4,1,1,2,1,1,0,1,2,0,1,0,concerns raised by Reaper Eternal are depplywell concerning I do not feel I can trust this user with the tools 
6734,2284,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I am of much the same opinion of 
1337,1093,1,3,2,1,0,8,1,1,0,7,1,0,0,4,0,0,0,per above 
811,4930,1,6,3,2,2,3,0,3,0,3,0,2,0,0,0,0,0,Strongly support good editor and everything suggests he would make a good admin 
4113,4638,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,good answers to questions and trust his judgement 
1765,7181,1,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,I too met this user at the Frog FAC It was a wonderful article 
5825,4772,1,9,0,0,0,23,1,1,0,4,0,0,0,8,0,0,0,I thought I had already voted here! 
111,572,-1,1,0,4,1,9,0,0,1,1,0,0,0,0,0,0,0,I'm sorry You seem like a sometimes very good editor but you have a number of flaws some of which are very unbecoming in a RFA candidate and I cannot support for that reason I suggest you continue to remain 'clean' and come back in 6-12 months when I am sure I will be proud to lend my support 
8320,1798,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,Trustworthy editor 
588,2705,1,2,0,1,0,5,0,1,1,7,0,0,0,11,1,0,0,Absolutely admin material although I find "Mistakes? None" quite hard to believe 
4748,5104,1,2,0,0,0,2,0,0,0,13,2,0,0,2,0,0,0,User has always come across well on IRC Majority of prior opposes were due to lack of experience if I read them correctly I don't think that's an issue any longer We need admins with image experience 
2129,5421,1,1,0,1,0,24,1,2,1,0,0,0,0,1,0,0,0,More than happy to add my voice of support! 
2050,9563,-1,2,3,0,1,0,0,0,0,3,1,0,0,0,0,0,0,Normally I emphasize quality over guantity but less than 500 edits is really stretching things I'd want to see a little community participation as well such as at 
361,281,1,5,1,1,0,10,3,0,2,5,4,0,0,0,3,0,0,Sure why not 
7456,9239,1,5,0,4,0,0,0,0,0,6,0,1,0,0,0,0,0,theProject's answers show that she would make an excellent admin 
5764,5152,1,0,2,0,0,8,2,3,1,0,0,0,1,1,1,0,1,we need more specialiest admins 
97,212,1,5,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,Since no sufficient evidence has been presented that this editor will abuse the tools or the position I support
5104,4203,-1,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,I don't trust editors who think it's okay to write articles about themselves and their relatives and then put links to their website 
11,2458,1,2,3,0,0,16,1,1,0,0,0,0,0,0,0,0,0,While I did harshly warn him about some improver AFD closes a few months ago that shows that he is experienced with the deletion policy and proud to support 
577,1273,1,6,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,As someone who works on NPP sometimes obvious G12 candidates can sit for hours and we need more people willing to deal with them VernoWhitney is someone who can and will hence my support 
1398,365,1,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,Good work at DYK assembling sets is often a thankless task 
8371,6175,1,0,0,0,0,1,0,0,0,4,0,2,0,2,0,0,0,so strong it hurts As per nomination and above 
8359,1900,1,4,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,Cabal er um Support! 
4153,7141,1,7,0,1,0,2,0,4,0,1,1,0,0,0,0,0,0,Trustworthy editor 
48,221,1,4,0,0,0,13,1,4,0,3,1,0,0,1,0,0,0,Excellent editor who will make a fine admin I have seen this user doing extremely good work around the encyclopedia most recently his assistance with 
5577,7401,-1,3,2,2,0,0,0,1,0,4,0,1,1,1,0,0,0,considers WP
5852,6197,1,21,0,0,0,25,0,1,1,2,0,0,0,0,0,1,0,Tangotango is a friendly great and helpful editor 
2269,929,1,7,1,0,0,7,0,0,0,0,1,1,0,0,0,0,0,Oppose the Hammer but Otters rule! 
6073,3908,1,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0,0,No brainer 
5421,1735,1,4,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,Good user seems trustworthy —
2100,5766,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,per nominator's convincing argument and obvious need for some of the tools by candidate It's not all about the blocking there are some rather technical things that admins need to do around here as well 
440,599,1,2,0,2,0,10,2,1,1,2,0,0,0,3,0,0,0,cue "I thought he was already an admin" et al Seriously though he looks great and I'm sure he'll do fine 
2700,8106,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,User often forgets to warn vandals but apart from that no cons Furthermore he appears to be a great editor and it's good to see someone willing to work on 
5850,5863,-1,1,1,0,0,5,3,1,0,3,1,0,0,1,0,0,0,sorry to some extent you're getting caught in a swing of the pendulum But you have more than twice as many user talk edits as mainspace edits Admins should have substantive experience in article writing 
576,8350,-1,4,2,2,0,5,3,5,5,1,2,0,0,1,0,0,0,sorry but the dcv thing is too much for me to support 
2051,3034,-1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,Agree with Geometry Guy 
2187,7827,1,18,7,1,0,4,1,1,0,1,0,0,0,0,0,0,0,We need more users like him! 
68,2827,-1,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Q5 and Q6 are not good Also in Q1 he states he will be at 
464,1745,1,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,relatively low level of activity but dedicated and should do a good job on the backlogs 
5620,8826,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Seems like a good candidate plenty of vandalfighting in edit history so tools would be useful 
11,2788,-1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sorry to be the first one to oppose but I see very little participation other than vandal fighting The article he mentioned just barely passes the stub category Also not impressed to the answers of the questions 
811,2213,-1,9,0,4,1,6,0,3,0,0,0,0,0,0,0,0,0,I'm still concerned about his behavior during our past dispute I wouldn't worry about it ordinarily except that recently he explicitly stated that he still believed himself to be in the right about it Since the matter specifically pertained to an important admin power blocking I think that leans me toward oppose 
5620,3121,1,8,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,Looks like a good candidate 
6232,9563,-1,3,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,I agree with UkPaolo this user has valuable contributions especially to areas of Harry Potter interest However I don't think this user needs admin tools to achieve goals 
440,2108,-1,3,1,2,0,0,0,0,0,6,2,0,2,0,0,0,0,Absolutely goddamned not The Thing came to RfA He was told by the community "go away and don't come back until you've touched an article with more than AWB" He went away came back and was again told "go away and don't come back until you've touched an article with more than AWB" He went away and now he's come back My response? "go away and don't come back until you've touched an article with more than AWB" This is no longer about content edits it wasn't for me when the second RfA came around This is about a user who when faced with community consensus about his behaviour and actions in relation to community trust chooses ignoring it and biding his time as a preferable option to listening Any RfA is based as X! says around the question "do you trust this user as an admin?" and the answer has to be "no" Why? Because an admin has to listen to the community Because an admin has to be able to accept when he's wrong or when his opinions on a block or delete or article protection are different from those of everyone else in the room I have yet to see a shred of evidence that The Thing is capable of that on the contrary as I have shown the only evidence is that he ignores community consensus I do not want an admin who does that I particularly do not want an admin who does that on issues of trust 
429,6885,-1,2,3,1,0,5,1,1,0,1,0,0,0,1,0,0,0,Quoted from the standard admin questions below
60,1475,1,7,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,longterm useful editor with a clean block log deleted contributions look good to me as well Just the sort of good candidate I was hoping to tempt forth with that signpost article 
5680,929,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,TPH appears to have a good temper and I don't believe he would abuse the tools 
256,880,1,7,0,2,0,8,0,1,0,2,0,0,1,2,0,0,0,from neutral 
587,9563,-1,3,3,1,1,0,0,0,0,1,3,0,0,0,0,0,0,No moral support here sorry For starters this RFA hasn't even been formatted properly that isn't a biggy but you could at least accept under the specified area note
31,322,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It appears that if this RfA is successful I almost wrote "if the candidate is promoted" but that's not really the right way to think about these things the candidate will never win "Most active administrator of the year" but that is not necessarily the best way to evaluate Although a slightly more ambitious adminship agenda would not have gone amiss I appreciate the candidate's candor and the answer to question 6 convinces me that the RfA has been filed for reasonable reasons As such I can support 
8413,5577,-1,0,0,0,0,0,0,0,0,10,0,0,0,2,2,0,0,I believe that badlydrawnjeff acts in what he believes is the best interest of the project However I also believe that he is overly argumentative not due to malice but due to his passion for Wikipedia Someone's keep vs delete "voting" record on AfD is not of much interest to me What is of interest is the person's grasp and usage of policy especially against his or her own interest his or her open-mindedness to the other side's point of view and his or her ability to compromise I think that badlydrawnjeff's strong inclusionistic beliefs has lead to some questionable AfD judgments especially in the determination of whether articles meet or don't meet policies and guidelines speedy criteria notability guidelines WP
4527,5617,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Trustworthy editor that has made good contributions 
4411,6524,-1,2,5,0,0,3,1,0,0,0,0,0,2,0,0,0,0,Doesn't have that much experience and I'm not convinced he needs the mop 
871,545,1,3,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,CSD tagging looks good don't see any issues Good luck = 
398,3499,1,4,0,0,0,3,1,0,0,2,0,0,0,1,0,2,0,The opposes haven't got me convinced At least not in a negative way 
65,1516,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fine content contributor productive and uses good judgment in CSD-tagging and deletion nominations However it is less than a year since this user engaged in some overly enthusiastic pot-stirring mostly aimed against me and/or aimed at making an ally of 
6337,9431,-1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Neutral I don't really see a point in opposing Minor mistakes in creating an RfA don't bother me all that muchit can be a little confusingbut this is a bit more than just minor mistakes On a self-nom I'd like to see some really clear evidence that the user is involved in the community or has made very significant contributions before I could support Editcount looks good and he seems to be on the right trackbut I'd prefer if he wait at least one to two months before requesting adminship again and preferably if someone else nominates him Then I may even be able to support I'd also like to suggest that he withdraw the nomination as this is going to turn into a bloodbath before long 
126,1507,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,3,1,Decent editor good contribs to the mainspace and nice XfD tagging but would you to see a little more project space edits They are a tad dwarfed by your article edits In other words your a great role model 
3371,9404,1,8,2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,Obvious Support - Anyone who doesn't know who Benon is hasn't done any significant anti-vandal work It's only common sense that he get access to the tools I'm tired of getting bugged to make blocks for him 
2187,4105,1,7,3,1,1,3,0,0,0,2,0,0,0,0,1,0,0,Deserves a second chance 
3049,866,1,0,0,0,0,4,0,1,0,4,0,1,0,2,0,0,0,Excellent contribs and a good attitude all around Good luck mate! 
203,630,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Acknowledged this could be construed as an unconventional request due to your area of focus which is primarily technical work but I've always been of the opinion that we need more administrators working on the technical side of the project Viewing this candidacy in that light you're well-qualified to do it I've gone through your edits in which I see some intriguing technical work and some good policy discussion and community involvement to boot Looking through your talk page archives through early 2012 I see nothing but cordial interactions and friendly engagement with other editors Your work on STiki is commendable and it seems to me that you're uniquely qualified to work with some of the more technical aspects of the site You've got the right mindset and temperament not to mention your technical experience to be a sysop I'm more than happy to support 
5846,48,1,1,0,1,0,11,3,2,1,0,0,0,0,1,1,0,0,vehemently 
343,305,1,5,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,A trustworthy candidate 
3335,2547,1,6,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,shows civility in his talk page communication unlikely to abuse tools 
2559,5590,1,4,1,0,0,35,4,0,0,1,0,0,0,1,0,0,0,per above 
1031,10021,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shows no need for admin tools Very weak answers Only five edits between late June and last week Less than a dozen talk edits and less than a dozen usertalk edits 
27,191,1,4,0,1,0,16,1,1,1,1,0,0,0,0,0,0,0,Plenty of good and varied experience and good answers to the questions Climate change conflict opposes don't really worry me If you edit in contentious areas like that you're certain to garner vociferous opposition - and it is the opponents who have the bans while the candidate does not and has a clean block log The discourse highlighted in Q3 is perhaps not ideal but if that's the worst example of a heated exchange I don't think we have a great deal to worry about 
447,365,1,2,1,1,0,30,1,0,0,2,0,0,0,1,0,0,0,Very trustworthy
234,274,1,2,1,2,0,4,0,2,0,1,3,0,0,1,0,0,0,Moral Support - Just because 
2364,31,1,5,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,of course This is one of the easiest calls I've made in recent times 
313,139,1,8,2,1,0,1,0,0,0,4,0,0,0,1,0,0,0,MER-C often beats me to fighting and reporting vandals and I come across MER-C's edits often By becoming an admin the damage that each vandal can do will severely reduced if I didn't know better I'd say that MER-C is a tawkerbot offshoot I was considering nominating MER-C but noticed on the talk page that a nom was already here 
111,600,1,7,0,5,0,1,0,1,0,3,0,0,0,0,0,0,0,no concerns 
3008,2703,-1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,sorry there are just too many concerns Maybe experience and time will ease those concerns and a later RfA will be more successful 
860,226,1,8,1,0,0,3,0,1,0,2,3,0,0,0,0,0,0,Looks good to me Some great work on battleship articles active in FA and GA areas Don't see a problem with him mopping up a few things around here — 
2982,3083,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,it seems as though this user has a quite fitting name 
2187,5635,1,12,5,1,1,4,0,0,0,0,1,0,0,0,0,0,0,A very good editor It is time to give him the mop 
1705,6436,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Good candidate 
3010,3008,-1,0,0,0,0,1,1,0,0,2,1,0,0,7,3,0,0,RfA might be no big deal but it's definitely not a joke and I really can't see someone telling it is and then being a responsible admin This is April 6 not April 1 Offtopic
4495,345,1,0,0,0,0,0,0,0,0,1,0,3,0,6,0,0,0,I've worked with this guy many times and he's a great asset to the project ——
12,387,1,3,0,0,0,4,1,1,3,1,4,0,0,1,1,1,0,as co-nominator 
8048,6068,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,I love the sound of an admin who knows a bit more of the role than just clearing out VfD and rollbacks WP
43,7820,1,8,2,1,1,0,0,0,0,1,3,0,0,0,0,0,0,I don't like bots as admins by nature but this does look like a great bot and it would certaily use the admin tools well
522,1217,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Good contributor lots of experience see no reason to think candidate would abuse the tools 
2526,398,1,6,1,0,0,21,1,0,0,1,1,0,0,9,2,2,0,Not sure I have direct experience with this editor but the contribs and interaction with others looks great and clueful 
2101,4417,1,1,0,1,0,2,0,0,0,4,1,0,0,0,0,0,0,Even though I thought of making this a "weak support" in many ways I'm actually strongly supporting the candidate I think he's a great user perhaps should have been an admin already - However while the issues raised in the Oppose/Neutral sections don't concern me very much as long as he's careful at UAA and with pushing the buttons I feel very comfortable about Soxred93 as an administrator Like normal he should just start out slow with the tools and other than that I'd think he's very capable and well-experienced 
4153,1337,1,11,0,4,0,16,0,6,2,1,0,0,0,2,0,0,0,Excellent trustworthy level-headed user 
1451,6102,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,as a voice of sanity on 
1495,404,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,After a quick look through Redrose64's contributions I was quite impressed Though he does not have a lot of experience in the area of XfD's an area in which he has professed interest I believe he is familiar with the process At this time there is absolutely no reason to believe Redrose64 will abuse the tools This is of course the most important question I must ask myself in a RfA 
1123,4543,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Nominator supports 
6726,6722,1,2,0,0,0,9,0,2,0,2,0,0,1,0,0,1,0,Strong Suppport {{RfA-cliche #1}} The Halo rocks 
6232,8066,1,8,5,1,0,1,0,1,0,2,1,0,0,0,0,0,0,Changed to strong support We need specialist administrators who can make rational decisions We have enough vandal fighting automotons 
1702,440,-1,0,0,0,0,3,1,0,0,1,0,1,1,1,0,0,0,I've watched this fairly closely and was undecided at first but comments like 
1705,7090,1,11,0,1,0,7,0,1,0,1,0,0,0,0,0,0,0,Obviously a good editor 
5888,9950,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,too few edits 
12,600,1,9,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,Shirt58 has all the right qualities
3636,2158,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I have agreed w him and disagreed w him but I have never found him to be anything other than polite and reasonable definitely not one to lose his cool or be other than polite 
1569,3225,1,1,1,0,0,0,0,0,0,9,1,1,0,0,0,0,0,supportsafe enough©
135,962,1,3,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,No concerns 
751,109,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Behaviour leaves a lot to be desired -
7452,1764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plenty of experience and has shown a true dedication to volunteering on Wikimedia Foundation projects 
194,467,1,6,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,as an excellent editor with many new articles and templates lots of mainspace edits especially Being bold is OK Can be trusted 
6748,6973,1,4,2,1,0,3,0,0,0,1,0,1,1,0,0,1,0,was going neutral but nah what's under oppose at the moment doesn't bother me really 
2982,7452,1,4,0,0,0,13,0,0,0,3,0,0,0,4,1,0,0,I think Hoopydink will use the tools well - 
1157,2827,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Sorry question seven alone pushes me to this side I think a few months more experience is needed here Good luck 
97,516,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,as there is no evidence they will abuse the tools or position
5545,1209,1,1,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,Good contributions good interactions with people from what I have seen 
2050,5655,1,12,0,2,0,3,0,0,0,6,0,0,0,1,0,0,0,No reason at all to oppose 
4252,2050,1,5,0,0,0,18,0,0,0,4,0,0,0,9,1,0,0,I've seen the Grandmaster's work all over Wikipedia and he'll make great use of the tools Welcome aboard 
6083,5778,-1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Very few edits and the chores you have expressed interest to do once promoted do not require sysOp privillages
811,7073,-1,5,0,5,1,0,0,0,0,5,0,1,1,0,0,0,0,I fail to see why this is considered necessary and it seems silly to give adminship to a computer program Adminship is a position of trust in our community intended to intelligently and appropriately carry out important tasks 
750,3471,1,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,Anyways I've seen this user around since last spring saying thank you to me when I warned one vandal I will get mad if this RfA is unsuccessful 
6726,5304,1,8,0,0,0,8,0,0,0,3,0,5,0,0,0,3,0,{{RfA-cliche1}} 
3471,6217,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,great candidate Very thorough answers to all of the questions We need more of these! 
8043,11065,1,3,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,Duh 
458,2019,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adminship is really not the big deal that others make it It's not like Glane will delete the main page The cooldown wording was unfortunate but not so bad that I believe that Glane hasn't learned from this experience I don't care about the percentage of automated edits The number of non-automated edits is the only thing that might really matter and even that number is suspicious in many circumstances 
3908,8350,1,5,0,0,0,4,5,0,0,0,1,0,0,2,0,0,0,Furry Alien Support no doubt about it 
2914,529,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,clear 
5863,1655,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,a trusted user 
1157,2761,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,The opposition is utterly unconvincing You don't have to spend years on Huggle or requesting page protection to make a good administrator Cgoodwin already has extensive experience as to what warrants deletion based on his solid and extensive mainspace work Furthermore I have no reason to doubt he's any more unfamiliar with the various admin policies This is definitely a net positive 
95,134,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,Appears to be qualified competent and trustworthy to be a sysop with the tools 
2453,2415,1,8,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,seen him about doing good stuff opposing comment seems irrelevent to me 
5301,3002,-1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,per above 
858,806,1,19,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,Absolutely Experienced and thoughtful Will do good work as an administrator 
6245,3942,-1,9,0,2,0,6,2,2,6,1,1,0,0,1,1,0,0,re Matt above but would support with more experience in a few months 
191,691,1,1,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,I've seen Ryan around a lot very helpful While still should tread carefully in new areas I'm convinced he will
1209,8339,1,3,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,excellent contributor 
5421,1093,1,9,1,0,0,9,0,0,1,2,0,0,0,0,0,0,0,absolutely Great answers Trustworthy user with good activity - 
5850,329,1,4,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,I like this guy he has a good attitude He doesn't have to be the most active admin to be helpful There are too many admin-criteria arms-races already 
6734,3782,1,11,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,How did this great user slip past without having a nomination for so long? 
6567,6084,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,strong support Thanks for you work on vandals 
811,984,1,3,0,1,0,4,0,0,4,2,0,3,0,1,0,0,0,good editor 
6115,6034,1,4,0,2,0,9,0,3,0,8,2,0,0,3,0,1,0,Cleared I have no doubt she'll do a phenominal job and will treat the tools with care 
8364,5828,-1,0,0,0,0,0,0,0,0,9,3,0,1,1,0,0,0,as too new to WP I'd personally prefer at least a 6 month minimum Also there is far more to adminship than vandalism fighting as important as that is But I've seen the user around a bit and have not seen any other concerns so a future support is certainly possible 
1701,545,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,Seen him around often at various deletion avenues and always impressed with his attitude and approach 
317,239,1,6,2,0,0,11,0,1,1,5,1,4,0,4,1,0,0,Lord Roem does have clue he just joined the Arbcom clerk trainee program and fell right into place as if they have been there forever not an easy thing to do 
4105,5766,1,1,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,Absolute Support Never have I seen a candidate I was more willing to support 
6988,8279,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passes my criteria 
8359,6068,1,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,Withoutadoubt 
2187,5888,1,9,4,0,0,40,19,3,3,0,0,0,1,0,0,0,0,Unlikely to abuse admin tools 
